City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Seoul,1988,Soccer,Soccer,"KETASHVILI, Gela",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"KHARIN, Dmitri",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"KUZNETSOV, Yevgeni",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"LOSEV, Viktor",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"LYUTYI, Vladimir",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"MIKHAILICHENKO, Aleksei",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"NARBEKOVAS, Arminas",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"PONOMAREV, Igor",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"PRUDNIKOV, Aleksei",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"SAVICHEV, Yuri",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"SKLYAROV, Igor",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"TATARCHUK, Vladimir",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"TISHCHENKO, Vadim",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"YANONIS, Arvidas",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"YAROVENKO, Yevgeni",URS,Men,Soccer,M,Gold
Seoul,1988,Soccer,Soccer,"ALVES, Aloisio",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"ANDRADE DA SILVA, Jorge Luiz",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"ARAUJO, Jose",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"BEBETO, Jose Roberto",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"BERNARDES DOS SANTOS, Edmar",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"CANDIDO, Valdo",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"CRUZ, Andre",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"DE AMORIM CAMPOS, Jorge",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"DE SOUZA FARIA, Romario",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"DE SOUZA FILHO, Milton",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"DE SOUZA, Hamilton",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"DONIZETE LUIZ, Sergio",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"FERREIRA, Jose",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"KERCHNER, Nelson",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"MERGEN TAFFAREL, Claudio Andre",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"NASCIMENTO, Iomar",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"RAIMUNDO, Ricardo",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"ROQUE KAEFER, Ademir",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"SANTOS BATISTA, Joao",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"SILVA, Geovani",BRA,Men,Soccer,M,Silver
Seoul,1988,Soccer,Soccer,"WINCK, Luiz Carlos",BRA,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"ACHEAMPONG, Joachin Yaw",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"ADDO, Simon",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"ADJEI, Sammi",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"AMANKWAH, Frank",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"ARYEE, Bernard Nii",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"ASARE, Isaac",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"AYEW, Kwame",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"DOSSEY, Ibrahim",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"GARGO, Mohammed",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"KUMAH, Samuel Ablade",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"LAMPTEY, Nii Odartey",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"PREKO, Yaw",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"QUAYE, Shamo",GHA,Men,Soccer,M,Bronze
Barcelona,1992,Soccer,Soccer,"AMAVISCA GARATE, Jose",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"BERGES MARIN, Rafael",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"FERNANDEZ ANTU�A, Abelardo",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"FERRER LLOPIS, Albert",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"GUARDIOLA SALA, Josep",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"JIMENEZ SISTACHS, Antonio",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"LASA GOICOECHEA, Mikel",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"LOPEZ MARTINEZ, Juan",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"MARTINEZ GARCIA, Luis Enrique",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"NARVAEZ, Quico",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"PEREZ MU�OZ, Alfonso",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"SOLOZABAL VILLANUEVA, Roberto",ESP,Men,Soccer,M,Gold
Barcelona,1992,Soccer,Soccer,"BRZECZEK, Jerzy",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"GESIOR, Dariusz",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"JALOCHA, Marcin",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"JUSKOWIAK, Andrzej",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"KLAK, Aleksander",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"KOBYLANSKI, Andrzej",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"KOWALCZYK, Wojciech",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"KOZMINSKI, Marek",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"LAPINSKI, Tomasz",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"STANIEK, Ryszard",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"SWIERCZEWSKI, Piotr",POL,Men,Soccer,M,Silver
Barcelona,1992,Soccer,Soccer,"WALDOCH, Tomasz",POL,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,ALDAIR,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,AMARAL,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,ANDRE LUIZ,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,"BEBETO, Jose Roberto",BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,DANRLEI,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,DIDA,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,FLAVIO CONCEICAO,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,"GUIARO, RONALDO",BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,JUNINHO,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,LUIZAO,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,MARCELINHO PAULISTA,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,NARCISO,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,RIVALDO,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,ROBERTO CARLOS,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,"RONALDO, Ronaldo Luis Nazario de LIMA",BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,SAVIO,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,ZE ELIAS,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,ZE MARIA,BRA,Men,Soccer,M,Bronze
Atlanta,1996,Soccer,Soccer,"AMOKACHI, Daniel",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"AMUNIKE, Emmanuel",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"BABANGIDA, Tijani",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"BABAYARO, Celestine",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"BABAYARO, Emmanuel",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"DOSU, Joseph",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"FATUSI, Teslim",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"IKPEBA, Victor",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"KANU, Nwankwo",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"LAWAL, Garba",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"OBAFEMI, Abiodon",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"OBARAKU, Mobi",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"OBIEKWU, Kingsley",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"OKOCHA, Augustine",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"OLISEH, Sunday",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"ORUMA, Wilson",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"UCHE, Okechukwu",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"WEST, Taribo",NGR,Men,Soccer,M,Gold
Atlanta,1996,Soccer,Soccer,"ALMEYDA, Matias",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"AYALA, Roberto",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"BASSEDAS, Christian",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"BOSSIO, Carlos",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"CAVALLERO, Pablo",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"CHAMOT, Jose Antonio",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"CRESPO, Hernan",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"DELGADO, Marcelo",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"GALLARDO, Marcelo",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"LOPEZ, Claudio",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"LOPEZ, Gustavo",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"MORALES, Hugo",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"ORTEGA, Ariel",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"PAZ, Pablo",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"PINEDA, Hector",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"SENSINI, Roberto",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"SIMEONE, Diego",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"ZANETTI, Javier",ARG,Men,Soccer,M,Silver
Atlanta,1996,Soccer,Soccer,"AARONES, Ann Kristin",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"CARLSEN, Agnete",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"ESPESETH, Gro",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"FRUSTOL, Tone Gunn",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"HAUGEN, Tone",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"MEDALEN, Linda",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"MYKLEBUST, Merete",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"NORDBY, Bente",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"NYMARK ANDERSEN, Anne",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"NYMARK ANDERSEN, Nina",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"PETTERSEN, Marianne",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"RIISE, Hege",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"SANDAUNE, Brit",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"SETH, Reidun",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"STOERE, Heidi",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"SVENSSON, Tina",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"TANGERAAS, Trine",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"THUN, Kjersti",NOR,Women,Soccer,W,Bronze
Atlanta,1996,Soccer,Soccer,"AKERS, Michelle",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"CHASTAIN, Brandi",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"FAWCETT, Joy",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"FOUDY, Julie",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"GABARRA, Carin",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"HAMM, Mia",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"HARVEY, Mary",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"LILLY, Kristine",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"MACMILLAN, Shannon",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"MILBRETT, Tiffeny",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"OVERBECK, Carla",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"PARLOW, Cindy",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"ROBERTS, Tiffany",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"SCURRY, Briana",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"VENTURINI, Tisha",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"WILSON, Staci",USA,Women,Soccer,W,Gold
Atlanta,1996,Soccer,Soccer,"CHEN, Yufeng",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"FAN, Yunjie",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"GAO, Hong",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"LIU, Ailing",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"LIU, Ying",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"SHI, Guihong",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"SHUI, Qingxia",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"SUN, Qingmei",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"SUN, Wen",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"WANG, Liping",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"WEI, Haiying",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"WEN, Lirong",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"XIE, Huilin",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"YU, Hongqi",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"ZHAO, Lihong",CHN,Women,Soccer,W,Silver
Atlanta,1996,Soccer,Soccer,"ZHONG, Honglian",CHN,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"ALVAREZ, Cristian",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"ARRUE, Francisco",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"CONTRERAS, Pablo",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"DI GREGORIO, Javier",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"GONZALEZ, Sebastian",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"HENRIQUEZ, David",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"IBARRA, Manuel",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"MALDONADO, Claudio",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"NAVIA, Reinaldo",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"NUNEZ, Rodrigo",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"OLARRA, Rafael",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"ORMAZABAL, Patricio",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"PIZARRO, David",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"REYES, Pedro",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"ROJAS, Mauricio",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"TAPIA, Nelson",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"TELLO, Rodrigo",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"ZAMORANO, Ivan",CHI,Men,Soccer,M,Bronze
Sydney,2000,Soccer,Soccer,"ABANDA ETONG, Patrice",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"ALNOUDJI, Nicolas",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"BEAUD, Clement",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"BEKONO NDENE, Daniel",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"BRANCO, Serge",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"EPALLE, Joel",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"ETAME MAYER, Lawren",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"ETO'O FILS, Samuel",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"KAMENI, Idriss C",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"MBAMI, Modeste",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"MBOMA DEM, Patrick",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"MEYONG ZE, Albert",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"MIMPO, Serge",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"NGOME KOME, Daniel",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"NGUIMBAT, Aaron",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"NJITAP FOTSO, Geremi",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"SUFFO K, Patrick",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"WOME NLEND, Pierre",CMR,Men,Soccer,M,Gold
Sydney,2000,Soccer,Soccer,"ALBELDA, David",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"AMAYA, Ivan",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"ANGULO, Miguel Angel",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"ARANZUBIA, Daniel",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"CAPDEVILA, Juan",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"FERRON, Jordi",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"GARCIA, Gabriel",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"HERNANDEZ, Xavier",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"LACRUZ, Jesus Maria",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"LUQUE, Alberto",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"MARCHENA, Carlos",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"ORTIZ, Felipe",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"PUYOL, Carlos",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"ROMERO, Jose Maria",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"RUIZ, Ismael",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"TAMUDO, Raul",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"VELAMAZAN, Antonio",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"VERGARA, Unai",ESP,Men,Soccer,M,Silver
Sydney,2000,Soccer,Soccer,"ANGERER, Nadine",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"BRANDEBUSEMEYER, Nicole",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"FITSCHEN, Doris",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"GOETTE, Jeannette",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"GOTTSCHLICH, Stefanie",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"GRINGS, Inka",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"HINGST, Ariane",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"HOFFMANN, Melanie",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"JONES, Steffi",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"LINGOR, Renate",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"MEINERT, Maren",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"MINNERT, Sandra",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"MUELLER, Claudia",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"PRINZ, Birgit",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"ROTTENBERG, Silke",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"STEGEMANN, Kerstin",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"WIEGMANN, Bettina",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"WUNDERLICH, Tina",GER,Women,Soccer,W,Bronze
Sydney,2000,Soccer,Soccer,"BEKKEVOLD, Kristin",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"ESPESETH, Gro",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"GULBRANDSEN, Ragnhild",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"GULBRANDSEN, Solveig",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"HAUGENES, Margunn",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"HOVLAND, Ingeborg",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"JENSEN, Christine Boe",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"JOERGENSEN, Silje",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"KNUDSEN, Monica",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"KRINGEN, Goeril",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"KVITLAND, Bente",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"LEHN, Unni",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"MELLGREN, Dagny",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"NORDBY, Bente",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"PETTERSEN, Marianne",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"RAPP, Anita",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"RIISE, Hege",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"SANDAUNE, Brit",NOR,Women,Soccer,W,Gold
Sydney,2000,Soccer,Soccer,"CHASTAIN, Brandi",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"FAIR, Lorrie",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"FAWCETT, Joy",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"FOUDY, Julie",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"FRENCH, Michelle",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"HAMM, Mia",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"LILLY, Kristine",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"MACMILLAN, Shannon",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"MILBRETT, Tiffeny",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"MULLINIX, Siri",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"OVERBECK, Carla",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"PARLOW, Cindy",USA,Women,Soccer,W,Silver
Sydney,2000,Soccer,Soccer,"PEARCE, Christie",USA,Women,Soccer,W,Silver
